operation,eseName,repsCode,sedeName,municipalityCodigo,municipalityId,serviceName,bedTypeName,initial,current,projected
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,LABORATORIO CLÍNICO,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,MEDICINA FÍSICA Y REHABILITACIÓN,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,MEDICINA GENERAL,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,MEDICINA INTERNA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,NEUROCIRUGÍA,,2,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,NEUROLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,NUTRICIÓN Y DIETÉTICA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,ODONTOLOGÍA GENERAL,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,ODONTOPEDIATRÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,OFTALMOLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,OPTOMETRÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,ORTOPEDIA Y/O TRAUMATOLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,OTORRINOLARINGOLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,PATOLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,PEDIATRÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,PSICOLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,PSIQUIATRÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,RADIOLOGÍA ODONTOLÓGICA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,SEGURIDAD Y SALUD EN EL TRABAJO,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,SERVICIO FARMACÉUTICO,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,TERAPIA OCUPACIONAL,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,TERAPIA RESPIRATORIA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,TOXICOLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,TRANSPORTE ASISTENCIAL BASICO,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,TRANSPORTE ASISTENCIAL MEDICALIZADO,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,URGENCIAS,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,UROLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN RAFAEL DE FACATATIVA,25269,25269,VACUNACIÓN,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,ENFERMERÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,MEDICINA ALTERNATIVA Y COMPLEMENTARIA - HOMEOPÁTICA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,MEDICINA ALTERNATIVA Y COMPLEMENTARIA - NATUROPÁTICA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,MEDICINA ALTERNATIVA Y COMPLEMENTARIA - NEURALTERAPÉUTICA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,MEDICINA ALTERNATIVA Y COMPLEMENTARIA - TRADICIONAL CHINA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,MEDICINA GENERAL,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,ODONTOLOGÍA GENERAL,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD COPIHUE,25269,25269,VACUNACIÓN,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD DE CARTAGENITA-MANABLANCA,25269,25269,ENFERMERÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD DE CARTAGENITA-MANABLANCA,25269,25269,MEDICINA GENERAL,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD DE CARTAGENITA-MANABLANCA,25269,25269,NUTRICIÓN Y DIETÉTICA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD DE CARTAGENITA-MANABLANCA,25269,25269,ODONTOLOGÍA GENERAL,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD DE CARTAGENITA-MANABLANCA,25269,25269,PSICOLOGÍA,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD DE CARTAGENITA-MANABLANCA,25269,25269,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD DE CARTAGENITA-MANABLANCA,25269,25269,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,,1,,
sedeService,E.S.E HOSPITAL SAN RAFAEL DE FACATATIVÁ,,CENTRO DE SALUD DE CARTAGENITA-MANABLANCA,25269,25269,VACUNACIÓN,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,2527900055,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,Adultos,,19,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,Pediátrica,,6,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,ANESTESIA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,ATENCIÓN DEL PARTO,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,CIRUGÍA GENERAL,,2,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,ENFERMERÍA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,FISIOTERAPIA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,GINECOBSTETRICIA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,HOSPITALIZACIÓN ADULTOS,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,HOSPITALIZACIÓN PEDIÁTRICA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,IMÁGENES DIAGNOSTICAS - IONIZANTES,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,IMÁGENES DIAGNOSTICAS - NO IONIZANTES,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,LABORATORIO CLÍNICO,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,MEDICINA GENERAL,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,MEDICINA INTERNA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,NUTRICIÓN Y DIETÉTICA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,ODONTOLOGÍA GENERAL,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,OFTALMOLOGÍA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,OPTOMETRÍA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,ORTOPEDIA Y/O TRAUMATOLOGÍA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,PEDIATRÍA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,PSICOLOGÍA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,PSIQUIATRÍA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,RADIOLOGÍA ODONTOLÓGICA,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,SERVICIO FARMACÉUTICO,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,TOMA DE MUESTRAS DE CUELLO UTERINO Y GINECOLÓGICAS,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,TOMA DE MUESTRAS DE LABORATORIO CLÍNICO,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,TRANSPORTE ASISTENCIAL BASICO,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,URGENCIAS,,1,,
sedeService,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,,E.S.E. HOSPITAL SAN VICENTE DE PAUL DE FOMEQUE,25279,25279,VACUNACIÓN,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,2528602522,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,Adultos,,16,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,Pediátrica,,4,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,ANESTESIA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,ATENCIÓN DEL PARTO,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,CARDIOLOGÍA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,CIRUGÍA DERMATOLÓGICA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,CIRUGÍA GENERAL,,2,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,CIRUGÍA GINECOLÓGICA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,CIRUGÍA OFTALMOLÓGICA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,CIRUGÍA ORTOPÉDICA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,CIRUGÍA OTORRINOLARINGOLOGÍA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,CIRUGÍA UROLÓGICA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,DERMATOLOGÍA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,DIAGNÓSTICO VASCULAR,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,ENFERMERÍA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,FISIOTERAPIA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,FONOAUDIOLOGÍA Y/O TERAPIA DEL LENGUAJE,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,GASTROENTEROLOGÍA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,GESTION PRE-TRANSFUSIONAL,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,GINECOBSTETRICIA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,HOSPITALIZACIÓN ADULTOS,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,HOSPITALIZACIÓN PEDIÁTRICA,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,IMÁGENES DIAGNOSTICAS - IONIZANTES,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,IMÁGENES DIAGNOSTICAS - NO IONIZANTES,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,LABORATORIO CLÍNICO,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,MEDICINA GENERAL,,1,,
sedeService,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,,EMPRESA SOCIAL DEL ESTADO DEL ORDEN DEPARTAMENTAL HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES DEL MUNICIPIO DE FUNZA,25286,25286,MEDICINA INTERNA,,1,,
